Trait	Trait_Nickname	Tissue	TCSC_h2	TCSC_JKSE	TCSC_JKP	TCSC_FDRP	prop_h2g	prop_h2g_se
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Cerebellar_Hemisphere	 2.039761e-03	0.002106004	0.1663859888	0.4509522	0.0179083481350489	0.0184899388359529
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Cerebellum	 3.578691e-03	0.002375847	0.0659975923	0.4509522	0.0314195912332554	0.020859057437097
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Cortex	 1.207661e-03	0.001599094	0.2250597907	0.4876295	0.0106028162186255	0.0140394545375805
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Frontal_Cortex_BA9	 2.025831e-03	0.001855609	0.1374751019	0.4509522	0.0177860493394548	0.0162915651170034
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Hippocampus	 1.814196e-04	0.001705231	0.4576364462	0.7265089	0.00159279761611426	0.0149713033521192
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Hypothalamus	-3.857310e-03	0.001404868	0.9969806620	0.9969807	-0.0338657591018183	0.0123342249400615
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Nucleus_accumbens_basal_ganglia	-5.845828e-04	0.001449827	0.6566026740	0.7822483	-0.00513242137103356	0.0127289429538326
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Putamen_basal_ganglia	 2.070599e-03	0.001515793	0.0859668363	0.4509522	0.0181790923221901	0.0133081024810152
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Spinal_cord_cervical_c-1	-5.189564e-06	0.001291878	0.5016025748	0.7265089	-4.55624572178104e-05	0.0113422114119745
UKB_460K.mental_NEUROTICISM	Neuroticism	Brain_Substantia_nigra	-8.929290e-06	0.001200333	0.5029677095	0.7265089	-7.83958720728781e-05	0.0105384772774378
UKB_460K.mental_NEUROTICISM	Neuroticism	AllTissues	 6.631721e-03	0.002051383	0.0006129072	NA	0.058224066503062	0.0180103892930864
PASS_Years_of_Education2	Yrs Edu	Brain_Amygdala	-2.323214e-03	0.000983622	9.909092e-01	0.9909092	-0.0211778854611453	0.00896647244066428
PASS_Years_of_Education2	Yrs Edu	Brain_Anterior_cingulate_cortex_BA24	-4.923729e-05	0.001243037	5.157982e-01	0.6767783	-0.00044883583416914	0.0113312442289286
PASS_Years_of_Education2	Yrs Edu	Brain_Caudate_basal_ganglia	 3.252667e-03	0.001753416	3.179480e-02	0.2066662	0.0296505688710212	0.0159837338826442
PASS_Years_of_Education2	Yrs Edu	Brain_Cerebellar_Hemisphere	 1.319711e-03	0.001582488	2.021555e-01	0.5256044	0.0120301808572211	0.0144256000573263
PASS_Years_of_Education2	Yrs Edu	Brain_Cerebellum	 2.581499e-03	0.001805902	7.643327e-02	0.3184892	0.0235323501969335	0.0164621842376243
PASS_Years_of_Education2	Yrs Edu	Brain_Cortex	-6.841557e-04	0.001739666	6.529394e-01	0.7716557	-0.00623660642609149	0.0158583932034258
PASS_Years_of_Education2	Yrs Edu	Brain_Frontal_Cortex_BA9	 3.078330e-03	0.001642602	3.046130e-02	0.2066662	0.0280613526790189	0.0149735868779093
PASS_Years_of_Education2	Yrs Edu	Brain_Hippocampus	 9.713178e-04	0.001871802	3.019079e-01	0.5606860	0.00885430953201239	0.0170629192549687
PASS_Years_of_Education2	Yrs Edu	Brain_Hypothalamus	-6.884964e-05	0.001332843	5.205987e-01	0.6767783	-0.000627617468289545	0.0121498921605141
PASS_Years_of_Education2	Yrs Edu	Brain_Nucleus_accumbens_basal_ganglia	 5.583201e-04	0.001739603	3.741254e-01	0.6079537	0.00508951735628281	0.015857822313752
PASS_Years_of_Education2	Yrs Edu	Brain_Putamen_basal_ganglia	 2.234201e-03	0.001727852	9.799669e-02	0.3184892	0.0203664640981719	0.0157507027264747
PASS_Years_of_Education2	Yrs Edu	Brain_Spinal_cord_cervical_c-1	 7.623899e-04	0.001144079	2.525846e-01	0.5472667	0.00694977085189337	0.0104291650621772
PASS_Years_of_Education2	Yrs Edu	Brain_Substantia_nigra	-8.589345e-04	0.001006400	8.033012e-01	0.8702430	-0.00782984913604538	0.00917411217013418
PASS_Years_of_Education2	Yrs Edu	AllTissues	 1.077405e-02	0.001867686	3.995195e-09	NA	0.098213720116814	0.0170253931705891
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Amygdala	 8.660792e-04	0.001381583	2.653707e-01	0.6009622	0.00816285791626831	0.0130215158309542
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Anterior_cingulate_cortex_BA24	 2.007436e-03	0.001907196	1.462715e-01	0.6009622	0.0189202299985355	0.0179754555944915
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Caudate_basal_ganglia	 4.064375e-04	0.001641772	4.022373e-01	0.6009622	0.00383070202668276	0.0154738181878482
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Cerebellar_Hemisphere	 3.469248e-04	0.001455287	4.057896e-01	0.6009622	0.00326979080568445	0.0137161868116265
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Cerebellum	 3.899104e-03	0.001856770	1.786709e-02	0.2322721	0.0367493316700607	0.0175001870183842
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Cortex	 2.250998e-04	0.001439761	4.378804e-01	0.6009622	0.00212158170729073	0.0135698516396627
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Frontal_Cortex_BA9	 1.075281e-04	0.001479579	4.710325e-01	0.6009622	0.00101345965165193	0.0139451320169401
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Hippocampus	 2.676090e-03	0.001921033	8.180276e-02	0.5317179	0.0252223330615492	0.0181058709074216
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Hypothalamus	-2.644577e-05	0.001240177	5.085065e-01	0.6009622	-0.000249253285547515	0.0116887531168542
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Nucleus_accumbens_basal_ganglia	 1.829153e-04	0.001890577	4.614620e-01	0.6009622	0.00172399005412551	0.0178188210277728
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Putamen_basal_ganglia	-1.219824e-03	0.001237677	8.378291e-01	0.8378291	-0.0114969240766928	0.0116651970685468
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Spinal_cord_cervical_c-1	 1.450299e-04	0.001375708	4.580205e-01	0.6009622	0.00136691697898793	0.0129661460697971
UKB_460K.other_MORNINGPERSON	Chronotype	Brain_Substantia_nigra	-5.086519e-04	0.001148635	6.710563e-01	0.7269776	-0.00479408052933477	0.0108259636602033
UKB_460K.other_MORNINGPERSON	Chronotype	AllTissues	 9.107723e-03	0.001662061	2.129313e-08	NA	0.0858409359792619	0.0156650423580074
PASS_MDD_Howard2019	MDD	Brain_Amygdala	-1.427585e-03	0.0008079338	9.613823e-01	0.9613823	-0.0179796565739582	0.0101754887304549
PASS_MDD_Howard2019	MDD	Brain_Anterior_cingulate_cortex_BA24	 3.900235e-04	0.0009101835	3.341396e-01	0.5944654	0.00491213536987394	0.0114632680127419
PASS_MDD_Howard2019	MDD	Brain_Caudate_basal_ganglia	 3.696097e-04	0.0012877954	3.870525e-01	0.5944654	0.00465503409709634	0.016219085209217
PASS_MDD_Howard2019	MDD	Brain_Cerebellar_Hemisphere	 1.276562e-04	0.0011898703	4.572811e-01	0.5944654	0.00160776114999811	0.0149857720013285
PASS_MDD_Howard2019	MDD	Brain_Cerebellum	 1.656294e-03	0.0013017219	1.016178e-01	0.5944654	0.0208601317927965	0.0163944827719379
PASS_MDD_Howard2019	MDD	Brain_Cortex	 1.274276e-03	0.0011985521	1.438503e-01	0.5944654	0.0160488160056059	0.0150951141451916
PASS_MDD_Howard2019	MDD	Brain_Frontal_Cortex_BA9	 5.897754e-04	0.0010429047	2.858627e-01	0.5944654	0.00742790234725156	0.0131348197086057
PASS_MDD_Howard2019	MDD	Brain_Hippocampus	 1.577787e-04	0.0014300794	4.560744e-01	0.5944654	0.00198713760338754	0.0180110751619
PASS_MDD_Howard2019	MDD	Brain_Hypothalamus	-2.723989e-05	0.0009626672	5.112871e-01	0.6042484	-0.000343071689159897	0.0121242718799565
PASS_MDD_Howard2019	MDD	Brain_Nucleus_accumbens_basal_ganglia	-8.654850e-04	0.0013356541	7.415030e-01	0.8032949	-0.0109003150221873	0.0168218397270932
PASS_MDD_Howard2019	MDD	Brain_Putamen_basal_ganglia	 1.264463e-03	0.0012432915	1.545699e-01	0.5944654	0.0159252249920093	0.0156585830384409
PASS_MDD_Howard2019	MDD	Brain_Spinal_cord_cervical_c-1	 3.623726e-04	0.0007640358	3.176474e-01	0.5944654	0.00456388725840817	0.00962261712229842
PASS_MDD_Howard2019	MDD	Brain_Substantia_nigra	 3.604170e-04	0.0008616954	3.378767e-01	0.5944654	0.00453925714679328	0.0108525872695304
PASS_MDD_Howard2019	MDD	AllTissues	 4.232357e-03	0.0011258982	8.526488e-05	NA	0.0533042444779152	0.0141800775567713
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Amygdala	-0.0001532221	0.0011206795	5.543749e-01	0.80124059	-0.00188697197607007	0.013801471391693
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Anterior_cingulate_cortex_BA24	-0.0008901214	0.0013559977	7.442271e-01	0.95479985	-0.0109620856496592	0.0166994791890264
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Caudate_basal_ganglia	 0.0018535376	0.0015232891	1.118402e-01	0.36348077	0.0228268177241271	0.018759718370927
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Cerebellar_Hemisphere	-0.0033955255	0.0016796967	9.783866e-01	0.97838656	-0.0418168169962931	0.0206859204894383
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Cerebellum	 0.0054188942	0.0020118539	3.535488e-03	0.04596135	0.0667351497534671	0.0247765259520466
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Cortex	 0.0030056780	0.0019505409	6.166498e-02	0.26721492	0.0370157388404188	0.0240214401972922
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Frontal_Cortex_BA9	 0.0032245318	0.0015228853	1.711367e-02	0.11123885	0.0397109833395128	0.0187547455029283
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Hippocampus	-0.0013841629	0.0012968597	8.570861e-01	0.95479985	-0.017046340979667	0.0159711787231023
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Hypothalamus	-0.0001922260	0.0013974204	5.547050e-01	0.80124059	-0.00236731534504887	0.0172096113903927
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Nucleus_accumbens_basal_ganglia	 0.0005430810	0.0013214288	3.405436e-01	0.66517639	0.00668818939265187	0.0162737539945063
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Putamen_basal_ganglia	 0.0005285473	0.0014546524	3.581719e-01	0.66517639	0.006509202725845	0.0179144383449734
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Spinal_cord_cervical_c-1	 0.0007409419	0.0009962656	2.285232e-01	0.59416023	0.00912490075547124	0.0122692811737066
PASS_ReactionTime_Davies2018	Reaction Time	Brain_Substantia_nigra	-0.0010108476	0.0008553595	8.813537e-01	0.95479985	-0.0124488621134571	0.0105339834936039
PASS_ReactionTime_Davies2018	Reaction Time	AllTissues	 0.0082891063	0.0016734216	3.646621e-07	NA	0.102082589471299	0.0206086407214131
PASS_Menarche2017	Menarche Age	Brain_Amygdala	 0.0020123127	0.003053803	2.549629e-01	0.4522661	0.010061563479352	0.0152690127073903
PASS_Menarche2017	Menarche Age	Brain_Anterior_cingulate_cortex_BA24	-0.0061425082	0.002459613	9.937437e-01	0.9937437	-0.0307125407628099	0.0122980664851273
PASS_Menarche2017	Menarche Age	Brain_Caudate_basal_ganglia	 0.0014167563	0.003267017	3.322697e-01	0.4799451	0.0070837817268273	0.0163350843537844
PASS_Menarche2017	Menarche Age	Brain_Cerebellar_Hemisphere	 0.0023135219	0.003935587	2.783176e-01	0.4522661	0.0115676095995415	0.019677936210639
PASS_Menarche2017	Menarche Age	Brain_Cerebellum	 0.0049540974	0.004405616	1.304013e-01	0.4522661	0.0247704870936258	0.0220280775947093
PASS_Menarche2017	Menarche Age	Brain_Cortex	 0.0035941481	0.004228389	1.976614e-01	0.4522661	0.0179707402755198	0.0211419470416741
PASS_Menarche2017	Menarche Age	Brain_Frontal_Cortex_BA9	 0.0043077767	0.005506243	2.170062e-01	0.4522661	0.0215388834511573	0.0275312137115879
PASS_Menarche2017	Menarche Age	Brain_Hippocampus	 0.0038362561	0.003498912	1.364488e-01	0.4522661	0.019181280301291	0.0174945599045034
PASS_Menarche2017	Menarche Age	Brain_Hypothalamus	 0.0008998924	0.002961085	3.805997e-01	0.4947796	0.0044994618585309	0.0148054272826049
PASS_Menarche2017	Menarche Age	Brain_Nucleus_accumbens_basal_ganglia	-0.0006799665	0.002985499	5.900822e-01	0.6973698	-0.00339983232052246	0.0149274974930889
PASS_Menarche2017	Menarche Age	Brain_Putamen_basal_ganglia	 0.0038584801	0.003406228	1.286550e-01	0.4522661	0.0192924004723997	0.0170311420293313
PASS_Menarche2017	Menarche Age	Brain_Spinal_cord_cervical_c-1	 0.0026247225	0.002598779	1.562518e-01	0.4522661	0.0131236124050044	0.0129938961978408
PASS_Menarche2017	Menarche Age	Brain_Substantia_nigra	-0.0012060354	0.002686796	6.732391e-01	0.7293423	-0.0060301767514911	0.0134339780145905
PASS_Menarche2017	Menarche Age	AllTissues	 0.0217894542	0.003892320	1.083797e-08	NA	0.108947270828426	0.019461600056095
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Amygdala	-2.220440e-03	0.001453049	9.367592e-01	0.9367592	-0.0156039378101798	0.0102111683463757
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Anterior_cingulate_cortex_BA24	-1.238466e-03	0.002033023	7.287956e-01	0.8613039	-0.00870320229262143	0.0142868768815959
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Caudate_basal_ganglia	 4.405924e-04	0.002639704	4.337205e-01	0.7047958	0.00309622223232457	0.018550275516424
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Cerebellar_Hemisphere	 4.476760e-03	0.003022531	6.928603e-02	0.3789454	0.0314600109224036	0.0212405539396625
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Cerebellum	 9.267910e-04	0.002883283	3.739400e-01	0.6944600	0.0065129372692738	0.0202619998109792
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Cortex	 2.845768e-03	0.002468007	1.244423e-01	0.3789454	0.0199983675447996	0.0173436903647994
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Frontal_Cortex_BA9	-1.659373e-03	0.001817342	8.193990e-01	0.8876822	-0.0116610925346187	0.0127712049450898
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Hippocampus	 2.589962e-03	0.002226808	1.223979e-01	0.3789454	0.0182007188726431	0.0156486860356677
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Hypothalamus	-9.583150e-04	0.002365398	6.573123e-01	0.8545060	-0.00673446960719464	0.0166226155022467
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Nucleus_accumbens_basal_ganglia	 3.443768e-05	0.002163135	4.936490e-01	0.7130486	0.000242007576579945	0.0152012331583266
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Putamen_basal_ganglia	 2.265229e-03	0.002422743	1.748979e-01	0.3789454	0.0159186875031694	0.0170255976769543
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Spinal_cord_cervical_c-1	 1.934507e-03	0.001984028	1.647701e-01	0.3789454	0.013594570871793	0.0139425713112204
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	Brain_Substantia_nigra	 1.594414e-03	0.001681596	1.715252e-01	0.3789454	0.0112045988338987	0.0118172626734032
UKB_460K.repro_AgeFirstBirth_Female	AgeFirstBirth	AllTissues	 1.103187e-02	0.002542581	7.161668e-06	NA	0.0775254193822712	0.0178677541168366
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Amygdala	-0.0114375466	0.004410580	9.952457e-01	0.99524573	-0.0253323291608168	0.00976872544137378
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Anterior_cingulate_cortex_BA24	-0.0064013893	0.005972980	8.580781e-01	0.99524573	-0.0141780494217607	0.0132291915329184
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Caudate_basal_ganglia	 0.0168066189	0.006602082	5.453656e-03	0.03544876	0.037223962073377	0.0146225513388355
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Cerebellar_Hemisphere	 0.0093265003	0.007129097	9.539761e-02	0.23661879	0.0206567005348526	0.0157898051327622
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Cerebellum	 0.0265588409	0.009115526	1.786535e-03	0.02322495	0.0588235679120664	0.0201894265614678
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Cortex	 0.0064909798	0.006776376	1.690607e-01	0.31396990	0.0143764778677773	0.0150085845883014
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Frontal_Cortex_BA9	 0.0138502184	0.006705219	1.943371e-02	0.08421273	0.0306760096974713	0.0148509830146015
PASS_Schizophrenia_Pardinas2018	Scz	Brain_Hippocampus	 0.0105115196	0.005723894	3.314718e-02	0.10772834	0.023281327983381	0.0126775057317554
